SPECIES,SPECIES_COM,gbif_usageKey,usda_fiadb_SPCD,CULTIVAR,DBH_cm,LON,LAT,city_filename,CITY,STATE,FIPS
Acer spp.,maple spp.,11599995,310,NA,38.1,-88.934340952887,40.514610617788,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,76.2,-88.973907320267,40.478170751708,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,86.36,-88.993141368369,40.494177907374,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,66.04,-88.945169085356,40.471963327768,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,15.24,-88.916410015395,40.502522609408,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,55.88,-88.991047377684,40.469078224978,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,25.4,-88.968705728135,40.475325068102,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,20.32,-88.915471652895,40.50448740674,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,60.96,-88.928642348377,40.516093639553,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,50.8,-89.008726201622,40.470043787925,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,55.88,-88.937444348863,40.477979282578,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,60.96,-88.965401480459,40.472691304573,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,50.8,-88.944894189259,40.477101605062,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,10.16,-88.914002779753,40.500983249012,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,30.48,-88.948442163864,40.465033586077,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,10.16,-88.970727057812,40.472760180899,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,20.32,-88.95977986137,40.480020344244,bloomington_il.csv,Bloomington,Illinois,1706613
Acer spp.,maple spp.,11599995,310,NA,15.24,-88.929540305464,40.498705596961,bloomington_il.csv,Bloomington,Illinois,1706613
